Filename,Height,Width,Pixels Mean,Max,Min,Std Dev,Channels
volume_149_slice_96_jpg.rf.3871a20758c38762a3664ccc93423d4e.jpg,132,139,45.17782137926023,255,0,32.71889260830679,3
volume_176_slice_101_jpg.rf.402e6efdfdce5c0ef05dd6cf7311d0fe.jpg,132,139,24.57632076157256,255,0,22.934107015470673,3
volume_233_slice_64_jpg.rf.8029e91cf63c07c2ccade36505228114.jpg,132,139,43.473693772254926,255,0,28.099892699217683,3
volume_335_slice_54_jpg.rf.46f1754e270594d31e29dca25dd22b8c.jpg,132,139,27.824504033137128,255,0,32.92640945492015,3
volume_62_slice_123_jpg.rf.7b701d84c88c842b86b61e80ed7832d9.jpg,132,139,19.05114090545745,252,0,25.663671380903843,3
volume_8_slice_27_jpg.rf.42a794130a15666bc44b7d17cd930a50.jpg,132,139,26.341090763752636,255,0,41.67810068119474,3
volume_233_slice_109_jpg.rf.bad9de907719b72335f639d54a87aa90.jpg,132,139,21.412379187559043,207,0,20.077364902812686,3
volume_348_slice_66_jpg.rf.e22630ead5e2422c94166d268038e167.jpg,132,139,47.82325049051668,238,0,30.5466478165438,3
volume_101_slice_34_jpg.rf.a2f7de9189467dc3993bf61026e4b035.jpg,132,139,26.907637526342562,255,0,40.64459556395199,3
volume_198_slice_58_jpg.rf.be3b2194eec653a54f686706d879014d.jpg,132,139,44.25595886926822,255,0,34.70565569938652,3
volume_234_slice_80_jpg.rf.27a9f04033f50de60b09ef94d1a64e16.jpg,132,139,76.62697115035245,255,0,53.50300627826686,3
volume_278_slice_108_jpg.rf.fbac0f1381ee2e5c32ef2af00711b5fc.jpg,132,139,20.188194898626552,236,0,27.575318993447464,3
volume_323_slice_37_jpg.rf.979704f7ff8f8081797a94870f406b6e.jpg,132,139,28.350265242351572,255,0,39.580625505152206,3
volume_64_slice_109_jpg.rf.13ca084390e8e2363d685e5139a1cef8.jpg,132,139,27.40024344161035,215,0,30.22274489884374,3
volume_30_slice_101_jpg.rf.6eaf619e4cd0ae583a90c5272a1c03b0.jpg,132,139,36.89468425259792,238,0,27.437214029393047,3
volume_168_slice_121_jpg.rf.582aef96c9a3c2ec27b7db41e902a88c.jpg,132,139,21.37108495022164,255,0,29.401194560820215,3
volume_212_slice_104_jpg.rf.1543295534e0f35bc3ea0b3b6ed02503.jpg,132,139,27.71911561659763,255,0,24.85164551274836,3
volume_306_slice_115_jpg.rf.62d5f43aa5ba10dc78a290964acb5a14.jpg,132,139,23.75448731923552,255,0,32.315457442610466,3
volume_23_slice_76_jpg.rf.3ac3c8ada88d5fa9a641daca95c4b5d7.jpg,132,139,51.58553157474021,255,0,35.74814156995757,3
volume_170_slice_48_jpg.rf.afabec25f2501eb459178a7688adfa45.jpg,132,139,42.95291039895356,255,0,38.73453237987375,3
volume_295_slice_132_jpg.rf.0b76b21cd9b63308b489a7154bb5bc04.jpg,132,139,6.144139234067292,244,0,21.121259288036075,3
volume_219_slice_85_jpg.rf.97bfd0cfed1f30b9acde908bf7698d0e.jpg,132,139,48.425132621175784,236,0,31.57337251144475,3
volume_285_slice_111_jpg.rf.b4f3cb5a10966b893cfb0a5618a24675.jpg,132,139,21.755777196424678,255,0,31.309734395744176,3
volume_66_slice_119_jpg.rf.b7ebc1c209afebf1ff7e30c2c8533608.jpg,132,139,28.75788460140978,219,0,35.949861311361644,3
volume_144_slice_89_jpg.rf.00704ad2bac5f4056aa1632b027ddbcb.jpg,132,139,64.56049705689993,252,0,40.00898578871127,3
volume_190_slice_99_jpg.rf.d747a36d44e4b57f9a32b1a24b0f8d76.jpg,132,139,40.701111837802486,255,0,40.557373294159824,3
volume_343_slice_69_jpg.rf.a00b2573a62a0db92b3e75ab55f4c7ef.jpg,132,139,55.389997093234506,253,0,32.369956079928755,3
volume_285_slice_72_jpg.rf.8f7e13ad9a013e5d2e92e117486697ce.jpg,132,139,38.48326793110966,251,0,29.484324732720108,3
volume_28_slice_59_jpg.rf.9199e2140e4ee2dee67c35f0f33f4aef.jpg,132,139,56.58936487173897,255,0,38.49098476603025,3
volume_163_slice_68_jpg.rf.f64d6fc6770739592eefebb26050309b.jpg,132,139,58.364017876607804,255,0,34.271253881809834,3
volume_339_slice_103_jpg.rf.7a912e9e068243b989e0e79ef53d1330.jpg,132,139,30.562331952619722,228,0,28.824854414474853,3
volume_226_slice_81_jpg.rf.77deb4df89590bfe4bbf7b8aa67379f2.jpg,132,139,48.376407964537464,255,0,35.4609211843655,3
